"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"Rampage Puzzle Attack",,6b7a778d35810c1333dc73937d09a427dad559c9,,,,,,"(U) [hI]",,,,,,,,,,,,,,,
@,,6c5404a1effb17f481f352181d0f1c61a2765c5d,,,"Legend of Zelda, The: Fushigi no Boushi",@,,,2004,Nintendo,jp,,,,,,,,,,,,
"Crazy Taxi: Catch a Ride",,6c63ac0e57a0125a73248b75f29c58892d17750e,,,,,,"(E) (M5)",,,,,,,,,,,,,,,
"Hot Potato!",,6d07c27f7d7858f177cf3c1466ea5a8858df4f92,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Fairly Odd Parents!, The: Shadow Showdown",,6dcab3a6a888cc992e0b9432b828e692424e404b,,,,,,(U),,,,,,,,,,,,,,,
@,,6ea20d7d4c8af0d6012d402fa93f867144e66588,,,"Zoku Bokura no Taiyou: Taiyou Shounen Django",@,,"v rev1; Language en,ja",2004,Konami,jp,,,,,,,,,4,,,
"Sports Illustrated For Kids Football",,6ec5d8929961ca01bbe10208025c72a15dbbedab,,,,,,(U),,,,,,,,,,,,,,,
"Kirby & The Amazing Mirror",,6f478a455383a2a12378f292581dfd7300300700,,,,,,"(E) (M5)",,,,,,,,,,,,,,,
"Pokemon: Emerald Edition",,6fe307e36f88eb8ed1dc4dc7f7509c7b512b93d4,,,"Pokemon: Edicion Esmeralda",,,(S),,,,,,,,,,,,,,,
"Dragon Ball Z: The Legacy of Goku",,7053d89516a03bd8c8fcdfbb38d09950c11d31f2,,,,,,"(U) [hI]",,,,,,,,,,,,,,,
"Monster Rancher Advanced",,70cf5e14cb0acb53bcc96fde2bf6d70319677d74,,,,,,"(U) [hI]",,,,,,,,,,,,,,,
@,,71ee0fe0a666983286c4a5d590dc609b47f8def6,,,"Legend of Zelda, The: Fushigi no Boushi",@,,,2004,Nintendo,jp,a,"a 5",,,zh,,,,,,,
"Scooby-Doo! and The Cyber Chase",,739f47323ce7e2dbe7e9bf9d553cb97f4692ecc3,,,,,,(U),,,,,,,,,,,,,,,
"Super Dodgeball Advance",,73a9c1785a2c8b9f833c8842fdf99583c8b1d581,,,,,,(J),,,,,,,,,,,,,,,
"Minna no Soft Series: Minna no Shogi",,7440c18668813a6ff2a51205b79fbf19ab96f09d,,,,,,(J),,,,,,,,,,,,,,,
@,,75d8c15ac281ea93c8ac7cc7641c490799557081,,,"Zoids Saga",@,,,2001,Tomy,jp,,,,,,,,,,,,
"Cruis'n Velocity",,762aabc26501dee4aa566e8327600433c8edbf7a,,,,,,(U),,,,,,,,,,,,,,,
@,,76be77c5bc0b6457e40e959b1afff71a65da9322,,,"Yu-Gi-Oh!: Destiny Board Traveler + Yu-Gi-Oh!: Dungeon Dice Monsters",@,,,2006,Konami,eu,,,,,,,,,,,,
@,,76ec02bbf989ccdb88e3b99b968f066a1ca23247,,,Zooo,@,,,2005,"Buddiez - Ignition Entertainment - Success",eu,,,,1,,,,,,,,
"Street Jam Basketball",,7716d661cc8027f2a59c53dbf301365b82e86624,,,,,,(U),,,,,,,,,,,,,,,
"Kao the Kangaroo",,772d323145cb7707cb8792bdfd5c7ef5e1e27c46,,,,,,"(U) (M6)",,,,,,,,,,,,,,,
"Barbie: The Princess and the Pauper",,779f2050efcd15cac8b70fedce5bd0ccb773f179,,,"Barbie as The Princess and the Pauper",,,"(E) (M6)",,,,,,,,,,,,,,,
@,,77db4c447f27b0fe146f09cb3503979f3de0b9b1,,,"Yu Yu Hakusho: Tournament Tactics",@,,,2004,Atari,us,,,,,,,,,2,,,
"Pac-Man Collection",,7a397890cc1d8f07e07757f0524f9d76d305a400,,,,,,"(U) [o1]",,,,,,,,,,,,,,,
@,,7a3a5236fb3a335fbdc7b3ebb80a42766833d40d,,,Cars,@,,,2006,THQ,"eu,us",!,,,,,,,,,,,
"Frogger's Adventures: Temple of The Frog",,7b4c27009198df18555e63fb5dcad223eaf09815,,,,,,"(U) (M5) [!]",,,,,,,,,,,,,,,
"Harry Potter: Quidditch World Cup",,7b7835b655f34efec44ed090821257d5e1378275,,,,,,"(U) (M8)",,,,,,,,,,,,,,,
"Mario & Luigi: Superstar Saga",,7c303cdde5061ee329296948060b875cb50ba410,,,,,,(U),,,,,,,,,,,,,,,
"Planet Monsters",,7c3b2e37c83e7dd5a2fe7fcd96349728cad6fe81,,,,,,"(U) [hI]",,,,,,,,,,,,,,,
"Dragon Ball Z: The Collectible Card Game",,7e0cd5b20f7a7fb071b0b564377c9ebcd5cca2f4,,,,,,"(U) [hI]",,,,,,,,,,,,,,,
@,,7ed2b25dff8783a924c5d6dfe2add95d766f32f0,,,"Zero One SP",@,,,2004,Fuuki,jp,,,,,,,,,,,,
"Legend of Zelda, The: A Link To The Past Four Swords",,7eea4332d465480c59a9def83aca3e1076c1504d,,,,,,"(U) [hI][f1]",,,,,,,,,,,,,,,
"Street Fighter Alpha 3",,7fd4258bcd2bf639e1ec98b7a7ec7218fcf5859e,,,,,,(U),,,,,,,,,,,,,,,
@,,8087685e5500d7a0649d17e78e702e7f9a7f70b9,,,"Zoku Bokura no Taiyou: Taiyou Shounen Django",@,,"v rev0; Language en,ja",2004,Konami,jp,,,,,,,,,6,,,
@,,80d5ad34315133be6cdea8fc40f0d2563c38b3e0,,,xXx,@,,,2002,Activision,us,,,,,,,,,1,,,
"Mario Tennis Advance: Power Tour",,81dbb367ef8940aca2a3f1a76b51065eee4d3d0e,,,,,,"(E) (M5) [hI]",,,,,,,,,,,,,,,
"Lord of the Rings, The: The Two Towers",,82b3b4afb0ed0d3fca646aa266e0bfc5bffd49d9,,,,,,"(UE) (M6) [!]",,,,,,,,,,,,,,,
"Phalanx: The Enforce Fighter A-144",,83067b4574a49ae8d89b79d91e7ce4aad8141e67,,,Phalanx,,,,2001,Kemco,eu,!,,,,,,,,,,,
@,,833a3a8f36273f79d61eb45c4028ce4dadb608cc,,,"Yu-Gi-Oh!: World Championship Tournament 2004",@,,,2004,Konami,us,,,,,zh,,,,,,,
"Kuru Kuru Kururin",,840bb582a66837eb55952ef2697e00e36a30bb0f,,,,,,(J),,,,,,,,,,,,,,,
"Spyro: Season of Ice",,854e788e5e1316b7d5cdf6b961d0969e5cd62119,,,,,,"(E) (M5) [!]",,,,,,,,,,,,,,,
"Tactics Ogre: The Knight of Lodis",,85a46320a31f16f5c6dda27fc094edd078dbe43d,,,,,,"(U) [!]",,,,,,,,,,,,,,,
@,,86b9dfa441d1590aa06b81d20a1210ae1ba1a477,,,"Zoku Bokura no Taiyou: Taiyou Shounen Django",@,,"v rev0; Language en,ja",2004,Konami,jp,,,,,,,,,1,,,
"Super Mario Advance 2: Super Mario World",,887c1fd39bb72ab80be026e08606aae0cf642c6b,,,,,,"(E) [f1]",,,,,,,,,,,,,,,
"Advance Guardian Heroes",,8899dec74351fdf5e4a7d9eba4265bfb6cda0895,,,,,,(J),,,,,,,,,,,,,,,
"Donkey Kong Country",,8995f0be99a9cff66474a8975b8499bd69fb4c45,,,,,,(E),,,,,,,,,,,,,,,
"F-Zero: Maximum Velocity",,8a08e29ec987f9cbdde21c34d5f7657aa7ba0be6,,,,,,"(UE) [!]",,,,,,,,,,,,,,,
"Jurassic Park III: Park Builder",,8a6922136f7c3e760791a67c2519e5dac07ea837,,,,,,"(U) [!]",,,,,,,,,,,,,,,
@,,8a913683bdb5491033c0b9fe5f2c78e39f93dc95,,,"Zatch Bell! Electric Arena",@,,,2005,"Bandai - Banpresto",us,,,,,,,,,1,,,
"Tekken Advance",,8b21cd57cacf172f963dfc7ead4fa127a8a63870,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Earthworm Jim",,8c3148c1c863a1e31b6f4c380c9390dc12fae9ac,,,,,,(U),,,,,,,,,,,,,,,
"Nancy Drew: Message in a Haunted Mansion",,8d2fbfa11f43a9d4d4bef9d68003ec689a62afaa,,,,,,"(U) [!]",,,,,,,,,,,,,,,
@,,8d74d03c836c9666b8337916804b1c90664f76d2,,,"Yu-Gi-Oh!: The Eternal Duelist Soul",@,,,2002,Konami,us,,,,,es,,,,,,,
"Kingdom Hearts: Chain of Memories",,8db73586cdb11b3795907edebf43228dbcd3e6b2,,,,,,(E),,,,,,,,,,,,,,,
"Gradius Galaxies",,8dc570d69a3cf5cc1c55abf8729a39aee87c679b,,,"Gradius Advance",,,"(E) [hI][t1][f1] (EEPROM)",,,,,,,,,,,,,,,
"Dragon Ball GT: Transformation",,8dd4b6e95dca4554a919bff55128481a9a95b611,,,,,,(U),,,,,,,,,,,,,,,
@,,8e25c26b1a55369cfeee86708b64f41cb650b88b,,,"Zettai Zetsumei Denjarasu Jii-san 3: Hateshinaki Mamonogatari",@,,,2004,"Rokumendo - Kids Station",jp,,,,,,,,,,,,
@,,8f10c133772d8d4d0f940927d1cd303a1d8bb7ba,,,xXx,@,,,2002,Activision,us,,,,,,,,,4,,,
@,,8f294172a467fdc0114c55ac297870d918030c21,,,"Zettai Zetsumei Den Chara Suji-san",@,,,2004,"Rokumendo - Kids Station",jp,,,,,,,,,,,,
@,,8f5b7c20e8be0f1e7919915b905c2b182a993cec,,,"Banjo-Kazooie: Grunty's Revenge",@,,,2003,THQ,"eu,us",!,,,,,,,,,,,
@,,9096450c4b29ab6e317d94ca09ee82f5b74dd4b1,,,Zooo,@,,,2005,"Buddiez - Ignition Entertainment - Success",eu,,,,,,,,,,,,
@,,92005994af59a165065d393e06f0714782a01009,,,Zapper,@,,,2002,Infogrames,us,,,,,,,,,3,,,
@,,92239c50dec3a2db8410f50d94367937fff4735a,,,xXx,@,,,2002,Activision,us,,,,,,,,,2,,,
@,,92bb07ab53b4c704f611934c2b1b97c820b88693,,,Eragon,@,,,2006,Sierra,eu,!,,,,,,,,,,,
@,,92de78f4696209cd680093f49615a8a079ad9b61,,,"Hardware Sprite Blitter Demo",@,,"Copyright Public Domain",2005,Kuroiryu,@,,,,,,,,,,,,
"Public Domain",,93103083c7279b7bced40c1c084b419d3627e207,,,"Pong Fighter V1.2 by Guyfawkes",,,(PD),,,,,,,,,,,,,,,
"Harry Potter and The Goblet of Fire",,951f311d9a99920abdbb9134ac8b9d00dfdb9b0b,,,,,,"(UE) (M8) [b1]",,,,,,,,,,,,,,,
@,,965f9f9bd75f691afe999d1c7dfa67d29ac66784,,,"Zero One SP",@,,,2004,Fuuki,jp,,,,,,,,,1,,,
@,,9689337d6aac1ce9699ab60aac73fc2cfdccad9b,,,"Yu-Gi-Oh!: Ultimate Masters: World Championship Tournament 2006",@,,,2006,Konami,us,,,,,,,,,,,,
"David Beckham Soccer",,969b0e330adaf91c37707ed41e4fdb00101d8dbe,,,,,,"(E) (M5)",,,,,,,,,,,,,,,
@,,96a490f9152acff2d0f6b2486382f1906b3baee8,,,"Yu-Gi-Oh!: Worldwide Edition: Stairway to the Destined Duel",@,,,2003,Konami,eu,,,,,,,,,,,,
@,,96b67004d7592ae118936e8988c96880d9880f60,,,"Zatch Bell! Electric Arena",@,,,2005,"Bandai - Banpresto",us,,,,,,,,,,,,
"Yu-Gi-Oh!: Destiny Board Traveler",,96fd0e583ab49258b194f578e29e9a5d55122b50,,,,,,(E),,,,,,,,,,,,,,,
"F-Zero GP Legend",,977588d9d27b7115e0bb309fb019ae81b9f413ff,,,,,,(U),,,,,,,,,,,,,,,
@,,97a2e7cf6613538216dc807ae5ed92eaa4b9d7a8,,,"Yu-Gi-Oh!: World Championship Tournament 2004",@,,,2004,Konami,eu,,,,,,,,,,,,
"Klonoa: Empire of Dreams",,98400bf9ff2ff5126219b3f80a79e437a4e45e1c,,,,,,"(U) [h4IR]",,,,,,,,,,,,,,,
"Steven Gerrard's Total Soccer 2002",,9876ad763dfba37932a38329a006432c8ef879bb,,,,,,"(E) (M6) [o1]",,,,,,,,,,,,,,,
@,,99878a6e1d760e44d054f60f9c93364a51606d69,,,"Yu-Gi-Oh!: Dungeon Dice Monsters",@,,,2003,Konami,eu,,,,,,,,,1,,,
"Yu-Gi-Oh!: The Sacred Cards",,9a23ad34f67ac1f1343b7009f11ac95c77b782ef,,,"Yu-Gi-Oh!: The Sacred Cards",,,,2004,Konami,eu,,,,,,,,,,,,
"Pokemon: Ruby Version & Sapphire Version",,9ac73481d7f5d150a018309bba91d185ce99fb7c,,,"Pokemon: Edicion Rubi",,,"(S) (V1.1)",,,,,,,,,,,,,,,
"Madden NFL 2002",,9b26d3e3e641059e93efeb0732b413a375402339,,,,,,(U),,,,,,,,,,,,,,,
"Star Wars: Jedi Power Battles",,9c61ddff8e0f31268244636e412faaa7fb73e8b0,,,,,,(E),,,,,,,,,,,,,,,
@,,9c638e86c8a240260cd14a7d7c76a6df0bdacf1a,,,xXx,@,,,2002,Activision,us,,,,,,,,,3,,,
"Mario Kart Super Circuit",,9d327c030c3e2d9007990518594f70c3340ac56f,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Columns Crown",,9d3982d3e42bf1e2bae78c2965184629383f7247,,,"Columns Crown",,,,2001,"Infogrames - Sega",eu,!,,,,,,,,,,,
"Baldur's Gate: Dark Alliance",,9d6b740e9224f1636ed6e5ba63c2bb5970b8249f,,,,,,"(E) (M5)",,,,,,,,,,,,,,,
"GT Championship Racing",,9d8c6c6242f4c61886aafcaab602ce80dff3a226,,,"Advance GTA",,,"(J) [!]",,,,,,,,,,,,,,,
"Top Gear GT Championship",,9e837491e9f9c94b937cd1f3e9b70ac9c2a20832,,,"Top Gear All Japan GT Championship",,,(J),,,,,,,,,,,,,,,
@,,9ed2746d67e56222d0c30e84bac63d1eeecd9f7d,,,"Yu-Gi-Oh!: The Sacred Cards",@,,,2003,Konami,us,,,,1,,,,,,,,
"Final Fantasy Tactics Advance",,9efaf328cbbcbc830be14940e42e4b92d90dfb58,,,"Final Fantasy Tactics Advance",,,,2003,"Nintendo - Square Enix",eu,!,,,,,,,,,,,
"Phantasy Star Collection",,9f2dc591c9b1526f9f965b1c375fb4ea7101fd16,,,,,,"(U) [!]",,,,,,,,,,,,,,,
@,,9f8633ca7b758136f3f4b06721d13eea5bd2d8b5,,,"Yu Yu Hakusho: Spirit Detective",@,,,2003,Atari,us,,,,,pt,,,,,,,
@,,a008170113aec5b9b9c1c710c997f0f5c0511dc5,,,ZooCube,@,,,2002,"Acclaim - PuzzleKings",jp,,,,,,,,,,,,
@,,a06735f9c3d10be9339657026981aef77af34b27,,,"Yu-Gi-Oh!: The Sacred Cards",@,,,2003,Konami,us,,,,,,,,,,,,
"Midnight Club Street Racing",,a0715a666520449d361a01d18905722c79890a1b,,,,,,"(U) [o1]",,,,,,,,,,,,,,,
"Yu-Gi-Oh!: Dungeon Dice Monsters",,a0ad0cbff3d74bb3e234abcff866994ea602c43a,,,"Yu-Gi-Oh!: Dungeon Dice Monsters",,,,2001,Konami,jp,,,,,,,,,,,,
"Castlevania: Circle of the Moon",,a127e0c62ce61cd72661a1af6f0bda18bcad26b3,,,Castlevania,,,"(E) [!]",,,,,,,,,,,,,,,
"Sports Illustrated For Kids Baseball",,a262d54f5f9fc35e7ce410b834f3bcd2aa163f10,,,,,,(U),,,,,,,,,,,,,,,
"Lufia: The Ruins of Lore",,a2b7e80a6c7d586ebeec77c8a2c2545fe27e0592,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Golden Sun: The Lost Age",,a2e3e80036195343c2713410ac14f4e329e3f40d,,,"Golden Sun: La Edad Perdida",,,(S),,,,,,,,,,,,,,,
"Kirby: Nightmare in Dreamland",,a3d14cfde55ec71535e46b45f6a53963fbf09fac,,,,,,"(U) [hI]",,,,,,,,,,,,,,,
@,,a47da3b30a45035aac333ebc62f36da6a3d88e0a,,,xXx,@,,,2002,Activision,fr,,,,,,,,,,,,
"Megaman Battle Network",,a4fbae389654a6611d0597b1e9109cbbd32a132f,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"R-Type III",,a69527bb63e76f72f2e5e471e171e24a3043e2d9,,,,,,(U),,,,,,,,,,,,,,,
@,,a6eddd916eff82fa7841366bac1932b88201e548,,,"Yu-Gi-Oh!: Duel Monsters International: Worldwide Edition",@,,"v rev0",2003,Konami,jp,,,,,,,,,2,,,
@,,a7a343c6f2e4993e1cfee7c16c9f9f0bf51ae63c,,,"Zoku Bokura no Taiyou: Taiyou Shounen Django",@,,"v rev1; Language en,ja",2004,Konami,jp,,,,,,,,,3,,,
@,,a868b19a67e82ef8f6de39d6fcf0fc1bee58c8f1,,,"Yoshi's Universal Gravitation",@,,,2005,Nintendo,eu,b,"b 1",,,,,,,,,,
"Pirates of the Caribbean",,a91f0843e310a169bbe39dce208f98535a735c2b,,,,,,"(E) (M5)",,,,,,,,,,,,,,,
"Spyro: Season of Ice",,a9768fa99ae74034ab19a45b30004306f1deff89,,,,,,"(U) [!]",,,,,,,,,,,,,,,
@,,a988be973bc19e11e6e2731df3bddab25b39cae2,,,"Yu-Gi-Oh!: Duel Monsters International: Worldwide Edition",@,,"v rev0",2003,Konami,jp,,,,,,,,,1,,,
"Rugrats: Castle Capers",,a9d37415567b3d441c9c9312c75fd8ecaeb9ece1,,,,,,(U),,,,,,,,,,,,,,,
"Donkey Kong Country 3",,aa4eaf41d1339451ae42ef99d0c931fe624bd6fa,,,,,,"(E) (M5)",,,,,,,,,,,,,,,
@,,aafba4a0c37d34aa81a386fed2907e7f0e799d29,,,"Holy Hell",@,,"Copyright Public Domain",2011,"Genecyst Games",@,,,,,,,,,,,,
"Pokemon: Leaf Green Version & Fire Red Version",,ab8f6bfe0ccdaf41188cd015c8c74c314d02296a,,,"Pokemon: Edicion Rojo Fuego",,,(S),,,,,,,,,,,,,,,
"Castlevania: Aria of Sorrow",,abd71fe01ebb201bcc133074db1dd8c5253776c7,,,,,,"(U) [!]",,,,,,,,,,,,,,,
@,,ad593a9bdbe8b4ee3fd3b8fea66c06fcb6a66534,,,"FIFA 07",@,,,2006,"Electronic Arts","eu,us",!,"[FIFA Soccer 07]",,,,,,,,,,
@,,af2b2206777651c7993c1ae9008d07c31430207e,,,Doom,@,,,2001,Activision,"eu,us",!,,,,,,,,,,,
@,,afbabc74f36c661e1cd0bc6fcdacdc4be883a39d,,,"Yu-Gi-Oh!: Worldwide Edition: Stairway to the Destined Duel",@,,,2003,Konami,eu,,,,,,,,,2,,,
"Pokemon Mystery Dungeon: Red Rescue Team",,afee3b060dd5fd4a68afb1b003456aef3a2af073,,,"Pokemon Mystery Dungeon: Red Rescue Team",,,,2006,Nintendo,eu,!,,,,,,,,,,,
"Army Men: Operation Green",,b0fa4769cddbc66bc333ad45658524a4aeeec755,,,,,,"(U) (M5)",,,,,,,,,,,,,,,
"Prehistorik Man",,b1731d8c326128c10ed5d4c6ddcf452a8b8ee72e,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Pokemon: Ruby Version & Sapphire Version",,b1dae7fa60b7c1fd7971428099b45aa56beefbef,,,"Pokemon: Edicion Zafiro",,,"(S) (V1.1) [f1]",,,,,,,,,,,,,,,
"Star Wars: Flight of the Falcon",,b254ad7595935124693fd2e76ec05e691393cd4b,,,,,,"(E) (M3) [hI]",,,,,,,,,,,,,,,
"Yggdra Union: We'll Never Fight Alone",,b289083b01f2f8fc726c664cf872d72b3f4986e3,,,,,,(U),,,,,,,,,,,,,,,
@,,b29a186f6b674e85950a95032ce4ae62e11a1280,,,"Shake Your Lawnmower",@,,"Copyright Public Domain",2011,Darklite,@,,,,,,,,,,,,
"Castlevania: Aria of Sorrow",,b2f2de21873922065a5acd45909194065f1dbc11,,,,,,"(E) (M3) [hIRff]",,,,,,,,,,,,,,,
@,,b3cf8d2ca1af583c6fe0c629bcec530e5a86104e,,,"Yu-Gi-Oh!: The Eternal Duelist Soul",@,,,2002,Konami,us,,,,,,,,,1,,,
@,,b3e01e913e6f19d2d36c57675f5f4fa0f5602697,,,"Yu Yu Hakusho: Spirit Detective",@,,,2003,Atari,us,a,"a 1",,,pt,,,,,,,
"J.League Pocket",,b4cd024b10d740f3525dddfbcc613c04a8d4c166,,,,,,(J),,,,,,,,,,,,,,,
@,,b500663220cb9bf56b9f8e8c0c544f1d6fa3a824,,,"Golden Sun: The Lost Age",@,,,2003,Nintendo,"eu,us",!,,,,,,,,,,,
"SpongeBob SquarePants: SuperSponge",,b67caab6316a8478129f43672572277f411f211d,,,,,,(U),,,,,,,,,,,,,,,
"Backyard Basketball",,b6b5b490541a3b0c3bd15e598dafe1d67a022f54,,,,,,(U),,,,,,,,,,,,,,,
"Star Wars Trilogy: Apprentice of The Force",,b6c09b9f5588ff81aeb4bd5ed886933993f4575f,,,,,,"(U) (M3)",,,,,,,,,,,,,,,
@,,b6fc8e7996b5d36af26ad35e70f44f70e853e6ae,,,"Zidane: Football Generation 2002",@,,,2002,"Aqua Pacific - Cryo Interactive",eu,,,,,,,,,1,,,
"Pokemon Pinball: Ruby & Sapphire",,b8b7881eaa9856b5ada99078ad1053d31cb79827,,,,,,"(E) (M5)",,,,,,,,,,,,,,,
"Castlevania: Harmony of Dissonance",,b90da0d9be0b3a0893cd9e2c399056bcf9579e21,,,,,,"(U) [!]",,,,,,,,,,,,,,,
@,,ba04cfbe93d12d2ad684c52234472fa12a5b53d7,,,"Legend of Zelda, The: Fushigi no Boushi",@,,,2004,Nintendo,jp,a,"a 2",,,zh,,,,,,,
"International Karate Advanced",,bb8b12d0a446ed097fb74a9a4496980fb65164ef,,,"International Karate Advanced",,,,2002,"Studio 3",eu,!,,,,,,,,,,,
"Dragon Ball: Advanced Adventure",,bbd47a73717729183f4516e7f2f4afa6756ace44,,,,,,(J),,,,,,,,,,,,,,,
"Super Mario Advance 3: Yoshi's Island",,bd52eb4b4ebe438e9b9ecaac792bd389725cde41,,,,,,"(E) [!]",,,,,,,,,,,,,,,
"Crash Bandicoot: The Huge Adventure",,bdd061e1b5187c0528928ec0ddb6886b1de16970,,,"Crash Bandicoot XS",,,"(E) (M6) [!]",,,,,,,,,,,,,,,
Doom,,be4fd61af056f64555b155d280de102374f6ae27,,,,,,"(U) [hI]",,,,,,,,,,,,,,,
Backtrack,,be97ade09df06291e029beeffbe0aacf21db9168,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Pinobee: Wings of Adventure",,becd5af773a5607e94288c6ba412a901af0e0470,,,"Pinobee: Quest of Heart",,,(J),,,,,,,,,,,,,,,
@,,bfb941a620b970bcf1b37166424b782e969c69c0,,,"Zettai Zetsumei Denjarasu Jii-san: Shijou Saikyou no Dogeza",@,,,2003,"Rokumendo - Kids Station",jp,b,"b 1",,,,,,,,,,
@,,c1e33700e6c0e5228152e414d432c61f860c5b69,,,"Yuurei Yashiki no Nijuuyon Jikan",@,,,2002,"Global A Entertainment",jp,,,,,,,,,,,,
@,,c23dfd8f2dffa43f82f8e16bb7b2cf1f9f581503,,,"Z.O.E 2173 Testament",@,,,2001,Konami,jp,,,,,zh,,,,,,,
Fortress,,c3175d11fadd85ac743b837a161ae1be89429a7a,,,,,,"(U) [!]",,,,,,,,,,,,,,,
@,,c37e3bae84b53e6972ed7608541a62896fa5d6a3,,,"Fire Emblem",@,,,2004,Nintendo,eu,!,,,,,,,,,,,
"Power Rangers: Time Force",,c40b02e4019932afbabb7ed5934c0e9ac72cf295,,,,,,"(U) [o1]",,,,,,,,,,,,,,,
"Final Fantasy IV Advance",,c49be22eaf999774d5f2983e12ed4aace2950f36,,,,,,(U),,,,,,,,,,,,,,,
@,,c4e0434a67236b72d8eb6ff39b2a91efd426acbc,,,"Yu Yu Hakusho: Tournament Tactics",@,,,2004,Atari,us,,,,,,,,,1,,,
"Final Fantasy VI Advance",,c5b27ed0870ea64e6a001c5bc367f76571ace973,,,,,,"(E) (M6)",,,,,,,,,,,,,,,
@,,c68023191a7e58e992be0b5d7f1b8392db9c7061,,,"Legend of Zelda, The: Fushigi no Boushi",@,,,2004,Nintendo,jp,,,,,,,,,1,,,
@,,c6c6b61b64140b6b79106f80675a0ab4e5ce2508,,,"Zoku Bokura no Taiyou: Taiyou Shounen Django",@,,"v rev0; Language en,ja",2004,Konami,jp,a,"a 1",,,zh,,,,,,,
"Powerful Pro Kun Baseball 3",,c6d7317d945f96034699501ac33b1966c5d2c3de,,,,,,(J),,,,,,,,,,,,,,,
@,,c71426b1fa93206199ca4a3f4a1324186dd275ca,,,"King Kong: The Official Game of the Movie",@,,,2005,Ubisoft,eu,!,,,,,,,,,,,
"Tales of the World: Summoner's Lineage",,c7bda17313fdef597ccec98502e71c7e61281c9b,,,,,,(J),,,,,,,,,,,,,,,
"Mortal Kombat Advance",,c7e8e46a4a1f3d2067eca4c850c4b1b89bec168b,,,,,,(E),,,,,,,,,,,,,,,
@,,c882179863001f9f2ea15a46ec65da0f465263c1,,,"Z.O.E 2173 Testament",@,,,2001,Konami,jp,,,,,,,,,,,,
"Metroid Fusion",,ca33f4348c2c05dd330d37b97e2c5a69531dfe87,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Planet of the Apes",,ca706341dab90c4998e9eb7871650075a0036c29,,,,,,"(E) (M6) [!]",,,,,,,,,,,,,,,
"LEGO Bionicle",,cb2653e31cc80f0671090e31a753a856e65f58d5,,,,,,"(E) (M8)",,,,,,,,,,,,,,,
"F-14 Tomcat",,cb7918076abe28ddb29c420a3bbba617915f2de8,,,,,,(U),,,,,,,,,,,,,,,
@,,cbaacf6d3929776e8e138644bab2217ba0f6090a,,,"NES Classics: Donkey Kong",@,,,2004,Nintendo,"eu,us",!,"[Classic NES Series]",,,,,,,,,,
"Metroid Fusion",,cc46d54b70c1ee38c856ee6e58ec712136763389,,,"Metroid Fusion",,,,2002,Nintendo,eu,!,,,,,,,,,,,
"Oddworld: Munch's Oddysee",,cc6bf19e5d6a35c2a745bea4e3b2a210a9ebd296,,,,,,(U),,,,,,,,,,,,,,,
"Winning Post",,cc7e9c2a9e1df985aed3dc4a018c93140d7a1b2c,,,,,,(J),,,,,,,,,,,,,,,
"Wild Thornberrys, The: Chimp Chase",,cc8e699dd200d4b678c6d8ba7237d44f4b1d8733,,,,,,(U),,,,,,,,,,,,,,,
"Fire Pro Wrestling A",,cc9e51f22a6428af407d3c26b191aa27c387980f,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Caesar's Palace Advance",,cd299b0c1d0a83d8ae53577733840f46a6fd8e01,,,,,,"(U) [h1IR]",,,,,,,,,,,,,,,
"F-Zero: Maximum Velocity",,cd8648b7158cf7c979cc05dea4c1aa927496e8b7,,,F-Zero,,,"(J) [!]",,,,,,,,,,,,,,,
"Batman: Vengeance",,cde073ffbe21deabdfb8a6d47eb16db14068f468,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Hot Wheels: Burnin' Rubber",,ce370386736de2243a078eb50d9b72362588b8b5,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"E.T. The Extra-Terrestrial",,ceba86ed45d46d67f5152921926add453e1eae6e,,,,,,(U),,,,,,,,,,,,,,,
"Game Shark GBA",,cf55682f1f10509ed5ac5763853465ed3478c120,,,"Game Shark GBA V0.5",,,(U),,,,,,,,,,,,,,,
@,,cfa00b4f8a3f2e6400d4816df6ed1bfebf131120,,,"Yu-Gi-Oh!: The Sacred Cards + Yu-Gi-Oh!: Reshef of Destruction",@,,,2006,Konami,us,,,,,,,,,,,,
"Legend of Zelda, The: The Minish Cap",,cff199b36ff173fb6faf152653d1bccf87c26fb7,,,"Legend of Zelda, The: The Minish Cap",,,,2004,Nintendo,eu,!,,,,,,,,,,,
"Advance Wars",,d0a0a4cfe9b95ac7118f7ef476f014ca0242eb65,,,,,,"(U) (V1.0) [!]",,,,,,,,,,,,,,,
